Archivo,Cantidad_Pixeles,Contraste,Disimilitud,Homogeneidad,Energía,Correlación,Target
BA_564254.jpg,5606,0.01328847771236333,0.01328847771236333,0.9933557611438183,0.928035881101955,0.8942316049973545,0
BA_474348.jpg,4810,0.008434458728823742,0.008434458728823742,0.9957827706355881,0.9395387753356753,0.9225511280216714,0
BA_163898.jpg,4489,0.020978012735792383,0.020978012735792383,0.9895109936321038,0.9367017925580652,0.7944376343580339,0
BA_112418.jpg,4584,0.007953862789859425,0.007953862789859425,0.9960230686050702,0.9423500455710188,0.9235835883142428,0
BA_667936.jpg,4282,0.008698786495254116,0.008698786495254116,0.9956506067523729,0.9453967649270159,0.9108747687390447,0
ERB_768908.jpg,1729,0.001249549441307221,0.001249549441307221,0.9993752252793464,0.9788092721124897,0.9692867830488355,1
ERB_813126.jpg,1597,0.001345668629100084,0.001345668629100084,0.99932716568545,0.9803146939929938,0.9642482546374667,1
ERB_300293.jpg,1809,0.0012014898474107894,0.0012014898474107894,0.9993992550762946,0.9778930755816788,0.9717463279340949,1
ERB_80122.jpg,1732,0.0014658176138411633,0.0014658176138411633,0.9992670911930794,0.9786637924186449,0.9640321158365043,1
ERB_153470.jpg,1394,0.0009852216748768472,0.0009852216748768472,0.9995073891625615,0.9828933078069954,0.9700872332901097,1
BA_398846.jpg,5227,0.016388321518683167,0.016388321518683167,0.9918058392406585,0.9306796751581332,0.8607803738550759,0
BA_463171.jpg,5144,0.016220112940045658,0.016220112940045658,0.9918899435299771,0.9317045294067955,0.8601348449444562,0
BA_155436.jpg,5295,0.015162801874324162,0.015162801874324162,0.9924185990628378,0.9305504067586949,0.8727344819503772,0
BA_438781.jpg,5347,0.016051904361408145,0.016051904361408145,0.991974047819296,0.9295014423015695,0.8664931647686125,0
BA_254321.jpg,4557,0.008866995073891626,0.008866995073891626,0.9955665024630542,0.9421801225168025,0.9143353744288686,0
BA_324706.jpg,5652,0.019896671873122673,0.019896671873122673,0.9900516640634387,0.9240702582916408,0.8428300557335106,0
BA_681430.jpg,5464,0.013000120148984743,0.013000120148984743,0.9934999399255078,0.929779415384369,0.8940315192301385,0
BA_711276.jpg,4414,0.009227442028114862,0.009227442028114862,0.9953862789859426,0.9436182171428702,0.9081319707474886,0
BA_27810.jpg,5967,0.014345788778084826,0.014345788778084826,0.9928271056109575,0.923446781399744,0.8922228684515021,0
BA_8742.jpg,6210,0.015523248828547399,0.015523248828547399,0.9922383755857263,0.920123219746533,0.8875868032687833,0
BA_600449.jpg,5417,0.015523248828547399,0.015523248828547399,0.9922383755857263,0.9289888858409175,0.8724438455722108,0
BA_451736.jpg,5282,0.015427129640754536,0.015427129640754536,0.9922864351796227,0.9305592437890544,0.8702188705615198,0
BA_472351.jpg,4398,0.014441907965877689,0.014441907965877689,0.9927790460170611,0.9410993927162358,0.8557231683073093,0
BA_527567.jpg,4546,0.008674756698305901,0.008674756698305901,0.9956626216508471,0.942405256380549,0.9160015571147578,0
BA_99338.jpg,4853,0.018382794665385078,0.018382794665385078,0.9908086026673075,0.9338834210529962,0.8326050306062294,0
BA_25245.jpg,4824,0.00884296527694341,0.00884296527694341,0.9955785173615282,0.9391667505805444,0.919021241182468,0
BA_648725.jpg,5103,0.012639673194761504,0.012639673194761504,0.9936801634026192,0.9340312433775521,0.8901907507601275,0
BA_158249.jpg,4943,0.01684488766069927,0.01684488766069927,0.9915775561696505,0.9336561656698497,0.8492290569968226,0
BA_24720.jpg,4390,0.012976090352036526,0.012976090352036526,0.9935119548239818,0.9419477879988586,0.8701438512185228,0
BA_698312.jpg,5735,0.010573110657214946,0.010573110657214946,0.9947134446713926,0.92802139770299,0.9176003311629125,0
BA_66887.jpg,4315,0.01191877928631503,0.01191877928631503,0.9940406103568425,0.943350605211774,0.878766900068271,0
BA_38346.jpg,4909,0.008170130962393368,0.008170130962393368,0.9959149345188033,0.9385584136377609,0.9263983491124373,0
BA_535573.jpg,4576,0.008794905683046979,0.008794905683046979,0.9956025471584765,0.9420019815402584,0.9153641908857791,0
BA_4118.jpg,4948,0.011534302535143579,0.011534302535143579,0.9942328487324283,0.9363588201952067,0.8968594297378566,0
BA_556332.jpg,4482,0.0074972966478433255,0.0074972966478433255,0.9962513516760784,0.9437463508883462,0.9264262141605824,0
BA_28660.jpg,5936,0.025111137810885496,0.025111137810885496,0.9874444310945574,0.9181785046013973,0.8104357181181775,0
BA_374718.jpg,4172,0.011654451519884658,0.011654451519884658,0.9941727742400577,0.945121328174365,0.8776140650114833,0
BA_386187.jpg,5627,0.011245944971764989,0.011245944971764989,0.9943770275141175,0.928873778959165,0.9107988770181987,0
BA_372252.jpg,6270,0.017830109335576116,0.017830109335576116,0.991084945332212,0.9182435531801247,0.8720173200436357,0
BA_201200.jpg,4433,0.01797428811726541,0.01797428811726541,0.9910128559413673,0.9388814557259537,0.8217727614990571,0
BA_93147.jpg,4564,0.013312507509311547,0.013312507509311547,0.9933437462453443,0.9397907719962494,0.8715728172179061,0
BA_174705.jpg,5681,0.00934759101285594,0.00934759101285594,0.995326204493572,0.9292709224480125,0.9265099564477712,0
BA_59580.jpg,4188,0.010068484921302415,0.010068484921302415,0.9949657575393488,0.9457589447425822,0.8946512652818841,0
BA_90355.jpg,5022,0.014177580199447315,0.014177580199447315,0.9929112099002763,0.9341452401730513,0.8749729402576292,0
BA_499861.jpg,4328,0.014393848371981257,0.014393848371981257,0.9928030758140094,0.9419238150039065,0.8540071949147148,0
BA_446205.jpg,5768,0.01895950979214226,0.01895950979214226,0.990520245103929,0.9232559778549492,0.853025178897614,0
BA_634407.jpg,4982,0.011053706596179262,0.011053706596179262,0.9944731467019104,0.9362254234134008,0.9017888588674877,0
BA_653817.jpg,4123,0.012183107052745404,0.012183107052745404,0.9939084464736274,0.9454091079832178,0.870622246977901,0
BA_121897.jpg,5234,0.017037126036284992,0.017037126036284992,0.9914814369818575,0.9302636577942192,0.8554493393476789,0
BA_68896.jpg,4651,0.011342064159557852,0.011342064159557852,0.9943289679202211,0.9398241486705777,0.8925097541752766,0
BA_532264.jpg,5650,0.01682085786375105,0.01682085786375105,0.9915895710681246,0.9256944708937901,0.8670832506325185,0
BA_238012.jpg,4773,0.021578757659497776,0.021578757659497776,0.9892106211702512,0.9331506022262086,0.8004126099000168,0
BA_391096.jpg,4878,0.014682205935359847,0.014682205935359847,0.9926588970323202,0.9355137440122645,0.8669456057180543,0
BA_6162.jpg,6232,0.0070887900997236575,0.0070887900997236575,0.9964556049501383,0.9243488793656026,0.9488324030289237,0
BA_229935.jpg,3919,0.008939084464736274,0.008939084464736274,0.9955304577676319,0.949422089605202,0.9003874299401555,0
BA_126839.jpg,5663,0.012591613600865073,0.012591613600865073,0.9937041931995676,0.9277635361071048,0.9007140889865571,0
BA_612717.jpg,4380,0.007617445632584405,0.007617445632584405,0.9961912771837078,0.9448433225707155,0.9236052790831675,0
BA_58432.jpg,4814,0.013961312026913373,0.013961312026913373,0.9930193439865433,0.9366135971719883,0.8719011426239542,0
